// 神秘紫箱开出物品列表

// Structure of Database:
// GroupID,ItemID,Rate

2,501,14	//红色药水
2,1256,7	//冰灵拳刃
2,1257,7	//刺藤拳刃
2,1258,7	//火灵拳刃
2,1259,7	//风灵拳刃
2,1302,7	//斧
2,1304,7	//兽人斧
2,1352,7	//巨斧
2,1355,7	//钢斧
2,1358,7	//毁灭之斧
2,1361,7	//双手斧
2,1402,7	//长戟
2,1405,7	//长矛
2,1408,7	//步兵长矛
2,1411,7	//骑士长矛
2,1452,7	//弯刃长矛
2,1455,7	//长枪
2,1458,7	//双刃长戟
2,1461,7	//德瑞尹长戟
2,1464,7	//斧锤长矛
2,1472,7	//灵魂之杖
2,1502,7	//木锤
2,1505,7	//铁锤
2,1508,7	//思麦斯铁锤
2,1511,7	//流星锤
2,1514,7	//日星锤
2,1517,7	//尖刃铁锤
2,1520,7	//链锤
2,1522,7	//昏迷之锤
2,1550,7	//书
2,1551,7	//圣言之书
2,1552,7	//智慧石碑
2,1553,7	//水灵之书
2,1554,7	//地灵之书
2,1555,7	//火灵之书
2,1556,7	//风灵之书
2,1558,7	//日记本
2,1602,7	//手杖
2,1605,7	//橡木魔杖
2,1608,7	//智慧魔杖
2,1611,7	//言灵魔杖
2,1613,7	//巫杖 魂咬
2,1614,7	//圣杖 英灵
2,1615,7	//骷髅魔杖
2,1702,7	//弓
2,1705,7	//坎普兹弓
2,1708,7	//克罗伊特弓
2,1711,7	//十字弓
2,1715,7	//亚伯雷弓
2,1716,7	//角弓
2,1718,7	//猎人之弓
2,1750,14	//箭矢
2,1751,14	//银箭矢
2,1752,14	//火箭矢
2,1753,14	//钢铁箭矢
2,1754,14	//水灵箭矢
2,1755,14	//风灵箭矢
2,1756,14	//地灵箭矢
2,1757,14	//无形箭矢
2,1758,14	//昏迷箭矢
2,1759,14	//冰冻箭矢
2,1760,14	//光芒箭矢
2,1761,14	//诅咒箭矢
2,1762,14	//铁锈箭矢
2,1763,14	//毒箭矢
2,1764,14	//锐利箭矢
2,1765,14	//神之金属箭矢
2,1767,14	//影子箭矢
2,1768,14	//睡眠箭矢
2,1769,14	//宁静箭矢
2,1770,14	//铁箭矢
2,1802,7	//虎爪拳套
2,1804,7	//钢铁拳套
2,1806,7	//贺勒拳套
2,1808,7	//升龙拳套
2,1810,7	//龙爪拳套
2,1812,7	//鹰爪拳套
2,1902,7	//小提琴
2,1904,7	//曼陀林
2,1906,7	//鲁特琴
2,1908,7	//吉他
2,1910,7	//竖琴
2,1912,7	//焚鹤琴
2,1951,7	//鞭子
2,1953,7	//细长鞭子
2,1955,7	//钢铁鞭子
2,1957,7	//流星鞭子
2,1959,7	//幸运鞭子
2,1961,7	//玛哪鞭子
2,2102,7	//铁盾
2,2104,7	//圆盾
2,2106,7	//钢盾
2,2108,7	//镜盾
2,2109,7	//谎言纪录本
2,2112,7	//初学者铁盾
2,2201,7	//太阳眼镜
2,2203,7	//眼镜
2,2205,7	//泳镜
2,2206,7	//婚礼头纱
2,2207,7	//花朵头饰
2,2208,7	//紫蝶发带
2,2209,7	//紫蝶发带
2,2210,7	//发箍
2,2211,7	//方头巾
2,2212,7	//独眼龙眼罩
2,2213,7	//猫耳发圈
2,2214,7	//兔耳发圈
2,2215,7	//花发圈
2,2216,7	//圣职之帽
2,2217,7	//圣职之帽
2,2218,7	//口罩
2,2220,7	//渔夫帽
2,2221,7	//渔夫帽
2,2222,7	//圆帽
2,2223,7	//圆帽
2,2224,7	//防风皮革眼镜
2,2225,7	//防风皮革眼镜
2,2226,7	//无边帽
2,2227,7	//无边帽
2,2228,7	//金属头盔
2,2229,7	//金属头盔
2,2230,7	//宝石头盔
2,2231,7	//宝石头盔
2,2232,7	//头箍
2,2233,7	//头箍
2,2234,1	//后冠
2,2235,1	//王冠
2,2236,7	//圣诞帽
2,2239,7	//单眼眼镜
2,2241,7	//白胡须
2,2242,7	//高级太阳眼镜
2,2243,7	//旋转眼镜
2,2244,7	//红蝶发带
2,2245,7	//绅士帽
2,2246,7	//黄金帽
2,2247,7	//回忆帽
2,2248,7	//牛仔帽
2,2249,1	//黄金冠冕
2,2250,7	//粉纱发圈
2,2251,7	//神圣之帽
2,2252,7	//魔法帽
2,2253,7	//向日葵头饰
2,2254,1	//天使发圈
2,2255,1	//恶魔发圈
2,2256,1	//山羊头盔
2,2257,7	//兽角头饰
2,2258,1	//尖角发圈
2,2259,7	//竹蜻蜓发圈
2,2260,7	//迷你眼镜
2,2261,7	//普隆德拉军帽
2,2262,7	//小丑鼻子
2,2263,7	//时髦眼罩
2,2265,7	//侍卫口罩
2,2266,7	//金属口罩
2,2267,7	//香烟
2,2268,7	//烟斗
2,2269,7	//花叶
2,2270,7	//草叶
2,2271,7	//眼镜头饰
2,2274,1	//亡者发箍
2,2275,7	//头巾
2,2276,7	//大眼睛眼镜
2,2277,7	//护士帽
2,2278,7	//笑脸面具
2,2279,7	//火线头饰
2,2282,7	//光环
2,2285,7	//苹果头饰
2,2286,1	//妖精长耳朵饰
2,2287,7	//海盗头巾
2,2288,7	//整人面具
2,2289,7	//粪便帽
2,2290,7	//葬礼帽
2,2291,7	//蝴蝶假面
2,2294,7	//星星发夹
2,2295,7	//眼罩
2,2297,7	//哥布灵面具
2,2298,7	//触角头饰
2,2299,7	//兽人头盔
2,2302,7	//棉衬衫
2,2304,7	//皮制外套
2,2306,7	//冒险衣
2,2308,7	//大衣
2,2310,7	//长大衣
2,2311,7	//毛皮大衣
2,2313,7	//铁制铠甲
2,2315,7	//钢铁锁子甲
2,2317,7	//钢铁铠甲
2,2318,7	//秘衣 美德
2,2320,7	//西装外套
2,2322,7	//丝质外袍
2,2324,7	//圣职之袍
2,2326,7	//圣职之衣
2,2327,1	//天衣 月舞
2,2329,7	//木制铠甲
2,2331,7	//紧身便衣
2,2333,7	//秘银之衣
2,2334,1	//魔法外套
2,2336,7	//盗贼之衣
2,2337,7	//忍服 血樱
2,2338,7	//结婚礼服
2,2339,7	//三角裤
2,2340,7	//初学者胸铠
2,2352,7	//初学者忍者斗篷
2,2402,7	//轻便鞋
2,2404,7	//长靴
2,2406,7	//战士长靴
2,2407,7	//玻璃鞋
2,2408,7	//脚链
2,2409,7	//抗魔鞋
2,2411,7	//重靴
2,2414,7	//初学者海滩鞋
2,2502,7	//连帽披肩
2,2504,7	//披肩
2,2506,7	//斗篷
2,2507,7	//伯爵斗篷
2,2508,7	//抗魔斗篷
2,2510,7	//初学者阴险披肩
2,2601,7	//力量戒指
2,2602,7	//智力耳环
2,2603,7	//体力项链
2,2604,7	//防御手套
2,2605,7	//敏捷别针
2,2607,7	//发夹
2,2608,7	//幸运珠链
2,2609,7	//骷髅戒指
2,2610,7	//金戒指
2,2611,7	//银戒指
2,2612,7	//花戒指
2,2613,7	//钻石戒指
2,2614,1	//永恒戒指
2,2615,1	//防御戒指
2,2616,1	//潜能戒指
2,2617,7	//智慧手套
2,2618,7	//黑狐颈链
2,2621,1	//力量戒指
2,2622,1	//智力耳环
2,2623,1	//体力项链
2,2624,1	//防御手套
2,2625,1	//敏捷别针
2,2626,1	//幸运珠链
2,2627,7	//皮带
2,2628,7	//初学者手镯
2,5002,1	//首领冠冕
2,5003,7	//小丑帽
2,5005,7	//防毒面具
2,5006,7	//颓废眼镜
2,5007,1	//领导者头箍
2,5008,7	//花冠
2,5009,7	//安全帽
2,5010,7	//印地安发箍
2,5011,7	//天线头饰
2,5014,7	//剑士头盔
2,5015,7	//蛋壳帽
2,5017,1	//骨制头盔
2,5019,1	//海盗船长帽
2,5030,7	//熊猫帽
2,5035,7	//波利帽
2,5037,7	//水果皮帽
2,5053,1	//人面狮身帽
2,5054,1	//刺客口罩
2,5055,7	//初学者蛋壳帽
2,5066,1	//恶魔女仆的角
2,5072,1	//恶魔侍者的角
2,5085,1	//红色小发带
2,5088,7	//吓坏眼的假面
2,5089,7	//讨厌的假面
2,5090,7	//哥布灵首领假面
2,7001,14	//霉菌粉末
2,7002,14	//兽人之牙
2,7003,14	//虎蜥皮
2,7004,14	//泥团
2,7005,14	//骷髅头
2,7006,14	//红色蝙蝠翅膀
2,7007,14	//巨鼠指甲
2,7008,14	//钢硬之角
2,7009,14	//彩色外皮
2,7010,14	//铁蝎尾巴
2,7011,14	//猴子指甲
2,7012,14	//强韧鳞梗
2,7013,14	//珊瑚
2,7014,14	//破旧画像
2,7015,14	//回忆书签
2,7016,14	//老旧汤匙
2,7026,14	//钟塔之钥
2,7027,14	//钟塔钥匙
2,7030,14	//沙漠之狼之指甲
2,7031,14	//破旧平底锅
2,7032,14	//蛋壳碎片
2,7033,14	//毒魔菇芽孢
2,7034,14	//破洞圣诞袜
2,7035,14	//火柴
2,7036,14	//卡仑之牙
2,7038,14	//毛线
2,7041,14	//黄晶沙的一角
2,7047,14	//爱丽丝的围裙
2,7048,14	//狮鹫兽的指甲
2,7049,14	//石头
2,7053,14	//赛依伐
2,7054,14	//布里刊
2,7059,14	//卡普拉仓库 免费利用券
2,7060,14	//卡普拉传送点 免费利用券
2,7061,14	//卡普拉手推车 免费利用券
2,7063,14	//柔软的羽毛
2,7064,14	//蜻蜓的翅膀
2,7065,14	//海獭的皮革
2,7066,14	//冰块一角
2,7067,14	//石头一角
2,7068,14	//燃烧一半的木材
2,7069,14	//破裂的铠甲一角
2,7070,14	//破裂的硬壳
2,7071,14	//破烂烂的衣服
2,7072,14	//锈的飞镖
2,7093,14	//齿轮
2,7094,14	//未知的碎片
2,7095,14	//金属破片
2,7096,14	//凝固的岩浆
2,7097,14	//燃烧的心脏
2,7098,14	//火种
2,7099,14	//老旧魔法图
2,7100,14	//尖锐的叶子
2,7101,14	//七彩大嘴鸟之羽
2,7106,14	//魔羌之角
2,7107,14	//魔羌之毛皮
2,7108,14	//盾牌的碎片
2,7109,14	//闪亮的枪锥
2,7110,14	//破裂之剑
2,7111,14	//光滑的纸
2,7112,14	//恐怖的纸刃
2,7113,14	//破碎的法老王象征
2,7114,14	//杜唐卡门面具
2,7115,14	//哈比的羽毛
2,7116,14	//哈比的指甲
2,7117,14	//撕裂的魔法书
2,7118,14	//撕裂的卷轴
2,7119,14	//菌丝
2,7120,14	//燃烧的马蹄铁
2,7121,14	//蜂蜜罐
2,7122,14	//炙热的毛
2,7123,14	//龙皮
2,7124,14	//砂团
2,7125,14	//蝎子之螯
2,7126,14	//巨大杰勒比结晶
2,7134,14	//药钵
2,7135,14	//火烟瓶
2,7136,14	//盐酸瓶
2,7137,14	//噬人植物瓶
2,7138,14	//刺锤瓶
2,7139,14	//护贝药
2,7149,14	//黄色碟子
2,7150,14	//竹筒
2,7151,14	//油纸
2,7152,14	//光泽的头发
2,7153,14	//旧和服
2,7154,14	//毒粉
2,7155,14	//牛蛙之皮
2,7156,14	//破旧之手里剑
2,7157,14	//黑色覆面
2,7158,14	//破碎的酒缸
2,7159,14	//天狗的鼻子
2,7161,14	//拉链熊毛皮
2,7162,14	//片云
2,7163,14	//锐利的触角
2,7164,14	//石榴桃
2,7165,14	//害羞之服
2,7166,14	//柔软的绸缎布
2,7167,14	//魔幻拉链
2,7168,14	//巨大翅膀
2,7169,14	//太极盘
2,7170,14	//燕尾服
2,7171,14	//花豹外皮
2,7172,14	//花豹指甲
2,7174,14	//缎带
2,7175,14	//包装纸
2,7182,14	//可可
2,7186,14	//细长梗
2,7187,14	//庆典面具
2,7188,14	//褐色树根
2,7189,14	//树木心脏
2,7190,14	//昆虫硬壳
2,7191,14	//纸灯笼
2,7192,14	//小风车手里刀
2,7193,14	//绿芽
2,7194,14	//柔软的草叶
2,7195,14	//弹弓
2,7196,14	//木制护肩
2,7197,14	//强韧木藤条
2,7198,14	//巨大叶子
2,7200,14	//橡皮筋
2,7201,14	//木块
2,7202,14	//巨象甲虫之螯
2,7203,14	//坚硬树枝
2,7205,14	//黑色布条
2,7206,14	//黑猫娃娃
2,7207,14	//旧斗篷
2,7208,14	//生锈厨刀
2,7209,14	//无颅武士的头盔
2,7210,14	//无颅武士的铠甲一角
2,7211,14	//罗诫塔石头碎片
2,7212,14	//吊颈娃娃
2,7213,14	//绣针包
2,7214,14	//蝙蝠笼子
2,7215,14	//断针
2,7216,14	//红色围巾
2,7217,14	//缠线筒
2,7218,14	//腐烂的绳子
2,7219,14	//彩色袜子
2,7220,14	//绿色粘稠物
2,7221,14	//纠缠铁链
2,7222,14	//原木块
2,7223,14	//扭曲的自画像
2,7225,14	//南瓜灯笼
2,7262,14	//折扇
2,7263,14	//猫眼石
2,7264,14	//干沙子
2,7265,14	//舞狮之角
2,7266,14	//舞狮的假牙
2,7267,14	//豹纹内裤
2,7268,14	//小鬼灵
2,7269,14	//围兜兜
2,7270,14	//婴儿的奶瓶
2,10001,7	//牛角骨盔
2,10002,7	//宠物防毒面具
2,10003,7	//潜水头盔
2,10004,7	//宠物奶嘴
2,10005,7	//三色假发
2,10006,7	//蛇饰发箍
2,10007,7	//宠物发带
2,10008,7	//体罚棒
2,10009,7	//野生花
2,10010,7	//变形锅子
2,10011,7	//宠物发夹
2,10012,7	//宠物蛋壳帽
2,10013,7	//宠物书包
2,10014,7	//蝗虫眼镜
2,10015,7	//宠物围兜兜
2,10016,7	//宠物铃铛
2,10017,7	//树皮裤
2,10018,7	//猴子发箍
2,10019,7	//红色领巾
2,10020,7	//灵幻道士之剑
2,7751,17	// Old White Cloth
2,7752,16	// Clattering Skull
2,7753,17	// Broken Farm Tools
2,1264,1	// Specialty Jur
2,1269,1	// Inverse Scale
2,1271,1	// Blood Tears
2,1370,1	// Doom Slayer
2,1376,1	// Heart Breaker
2,1377,1	// Hurricane's Fury
2,1478,1	// Ahlspiess
2,13304,1	// Spirit of Kamaitachi
2,1730,1	// Burning Bow
2,1731,1	// Freezing Bow
2,1732,1	// Earthen Bow
2,1733,1	// Gale Bow
2,1818,1	// Magma Fist
2,1819,1	// Iceicle Fist
2,1820,1	// Electric Fist
2,1821,1	// Seismic Fist
2,1822,1	// Barrage Fist
2,1919,1	// Bass Guitar
2,1972,1	// Electric Eel
2,1973,1	// Foot of the Sea Witch
2,1974,1	// Carrot Whip
2,13200,1	// Bullet
2,13201,1	// Silver Bulle
2,13202,1	// Shell of Blood
2,13203,1	// Flare Sphere
2,13204,1	// Lightning Sphere
2,13205,1	// Poison Sphere
2,13206,1	// Blind Sphere
2,13207,1	// Freezing Sphere
2,13167,1	// Gate Keeper-DD
2,13168,1	// Thunder-P
2,13163,1	// Long Barrel
2,13170,2	// Lever Action Rifle
2,13164,1	// Long Barrel [1]
